# x_m,y_m,w_tr_right_m,w_tr_left_m
1143.144,-369.163,6.000,6.000
1144.143,-373.286,6.000,6.000
1145.207,-377.380,6.000,6.000
1145.411,-381.615,6.000,6.000
1145.143,-385.836,6.000,6.000
1144.983,-390.054,6.000,6.000
1145.221,-394.289,6.000,6.000
1145.720,-398.497,6.000,6.000
1146.259,-402.703,6.000,6.000
1146.666,-406.925,6.000,6.000
1147.173,-411.136,6.000,6.000
1147.701,-415.345,6.000,6.000
1148.246,-419.551,6.000,6.000
1149.223,-423.672,6.000,6.000
1150.316,-427.771,6.000,6.000
1151.544,-431.830,6.000,6.000
1152.773,-435.890,6.000,6.000
1154.006,-439.948,6.000,6.000
1155.235,-444.008,6.000,6.000
1156.269,-448.122,6.000,6.000
1157.301,-452.236,6.000,6.000
1158.318,-456.354,6.000,6.000
1159.316,-460.476,6.000,6.000
1160.118,-464.641,6.000,6.000
1160.930,-468.804,6.000,6.000
1161.827,-472.949,6.000,6.000
1162.711,-477.097,6.000,6.000
1163.497,-481.265,6.000,6.000
1164.256,-485.438,6.000,6.000
1164.890,-489.632,6.000,6.000
1165.466,-493.833,6.000,6.000
1165.909,-498.052,6.000,6.000
1166.240,-502.279,6.000,6.000
1166.456,-506.515,6.000,6.000
1166.480,-510.755,6.000,6.000
1166.415,-514.995,6.000,6.000
1166.112,-519.226,6.000,6.000
1165.674,-523.443,6.000,6.000
1165.110,-527.647,6.000,6.000
1164.319,-531.814,6.000,6.000
1163.440,-535.962,6.000,6.000
1162.469,-540.091,6.000,6.000
1161.409,-544.198,6.000,6.000
1160.348,-548.305,6.000,6.000
1159.296,-552.414,6.000,6.000
1158.328,-556.543,6.000,6.000
1157.340,-560.668,6.000,6.000
1156.341,-564.790,6.000,6.000
1155.450,-568.937,6.000,6.000
1154.668,-573.104,6.000,6.000
1154.063,-577.302,6.000,6.000
1153.644,-581.521,6.000,6.000
1153.333,-585.750,6.000,6.000
1153.287,-589.991,6.000,6.000
1153.339,-594.231,6.000,6.000
1153.540,-598.468,6.000,6.000
1153.884,-602.693,6.000,6.000
1154.365,-606.907,6.000,6.000
1155.054,-611.089,6.000,6.000
1155.872,-615.251,6.000,6.000
1156.722,-619.407,6.000,6.000
1157.589,-623.558,6.000,6.000
1158.692,-627.652,6.000,6.000
1159.860,-631.730,6.000,6.000
1161.124,-635.778,6.000,6.000
1162.399,-639.824,6.000,6.000
1163.697,-643.862,6.000,6.000
1164.978,-647.905,6.000,6.000
1166.106,-651.994,6.000,6.000
1167.236,-656.082,6.000,6.000
1168.388,-660.164,6.000,6.000
1169.443,-664.270,6.000,6.000
1170.301,-668.424,6.000,6.000
1171.081,-672.592,6.000,6.000
1171.809,-676.771,6.000,6.000
1172.268,-680.986,6.000,6.000
1172.531,-685.213,6.000,6.000
1172.434,-689.454,6.000,6.000
1172.206,-693.687,6.000,6.000
1171.843,-697.913,6.000,6.000
1171.183,-702.101,6.000,6.000
1170.459,-706.280,6.000,6.000
1169.728,-710.458,6.000,6.000
1168.902,-714.616,6.000,6.000
1167.880,-718.733,6.000,6.000
1166.869,-722.852,6.000,6.000
1165.864,-726.973,6.000,6.000
1164.895,-731.102,6.000,6.000
1163.928,-735.232,6.000,6.000
1162.913,-739.350,6.000,6.000
1161.936,-743.477,6.000,6.000
1161.022,-747.619,6.000,6.000
1160.381,-751.805,6.000,6.000
1159.955,-756.025,6.000,6.000
1159.757,-760.261,6.000,6.000
1159.647,-764.500,6.000,6.000
1159.734,-768.740,6.000,6.000
1159.969,-772.974,6.000,6.000
1160.308,-777.202,6.000,6.000
1160.855,-781.407,6.000,6.000
1161.466,-785.604,6.000,6.000
1162.217,-789.778,6.000,6.000
1163.042,-793.938,6.000,6.000
1163.927,-798.087,6.000,6.000
1164.877,-802.220,6.000,6.000
1165.840,-806.351,6.000,6.000
1166.821,-810.478,6.000,6.000
1167.788,-814.608,6.000,6.000
1168.734,-818.742,6.000,6.000
1169.618,-822.890,6.000,6.000
1170.476,-827.044,6.000,6.000
1171.209,-831.222,6.000,6.000
1171.890,-835.408,6.000,6.000
1172.464,-839.610,6.000,6.000
1172.923,-843.826,6.000,6.000
1173.317,-848.049,6.000,6.000
1173.531,-852.285,6.000,6.000
1173.685,-856.523,6.000,6.000
1173.708,-860.765,6.000,6.000
1173.629,-865.005,6.000,6.000
1173.485,-869.244,6.000,6.000
1173.213,-873.477,6.000,6.000
1172.906,-877.707,6.000,6.000
1172.529,-881.931,6.000,6.000
1172.122,-886.153,6.000,6.000
1171.693,-890.373,6.000,6.000
1171.261,-894.593,6.000,6.000
1170.836,-898.813,6.000,6.000
1170.443,-903.036,6.000,6.000
1170.094,-907.263,6.000,6.000
1169.781,-911.493,6.000,6.000
1169.565,-915.729,6.000,6.000
1169.390,-919.967,6.000,6.000
1169.317,-924.208,6.000,6.000
1169.325,-928.449,6.000,6.000
1169.395,-932.689,6.000,6.000
1169.598,-936.926,6.000,6.000
1169.850,-941.160,6.000,6.000
1170.212,-945.386,6.000,6.000
1170.650,-949.604,6.000,6.000
1171.146,-953.816,6.000,6.000
1171.746,-958.015,6.000,6.000
1172.379,-962.209,6.000,6.000
1173.086,-966.391,6.000,6.000
1173.832,-970.567,6.000,6.000
1174.612,-974.736,6.000,6.000
1175.443,-978.895,6.000,6.000
1176.292,-983.051,6.000,6.000
1177.175,-987.199,6.000,6.000
1178.079,-991.343,6.000,6.000
1178.996,-995.485,6.000,6.000
1179.934,-999.621,6.000,6.000
1180.881,-1003.756,6.000,6.000
1181.837,-1007.888,6.000,6.000
1182.802,-1012.018,6.000,6.000
1183.777,-1016.146,6.000,6.000
1184.762,-1020.272,6.000,6.000
1185.762,-1024.394,6.000,6.000
1186.787,-1028.510,6.000,6.000
1187.853,-1032.615,6.000,6.000
1188.982,-1036.703,6.000,6.000
1190.207,-1040.764,6.000,6.000
1191.558,-1044.784,6.000,6.000
1193.061,-1048.749,6.000,6.000
1194.723,-1052.651,6.000,6.000
1196.535,-1056.485,6.000,6.000
1198.488,-1060.251,6.000,6.000
1200.570,-1063.945,6.000,6.000
1202.780,-1067.566,6.000,6.000
1205.113,-1071.108,6.000,6.000
1207.575,-1074.562,6.000,6.000
1210.184,-1077.906,6.000,6.000
1212.979,-1081.094,6.000,6.000
1216.027,-1084.039,6.000,6.000
1219.411,-1086.581,6.000,6.000
1223.213,-1088.417,6.000,6.000
1227.375,-1089.020,6.000,6.000
1231.487,-1088.098,6.000,6.000
1235.236,-1086.154,6.000,6.000
1238.605,-1083.590,6.000,6.000
1241.689,-1080.684,6.000,6.000
1244.592,-1077.594,6.000,6.000
1247.390,-1074.407,6.000,6.000
1250.138,-1071.176,6.000,6.000
1252.905,-1067.961,6.000,6.000
1255.756,-1064.821,6.000,6.000
1258.731,-1061.801,6.000,6.000
1261.879,-1058.964,6.000,6.000
1265.252,-1056.398,6.000,6.000
1268.889,-1054.217,6.000,6.000
1272.798,-1052.572,6.000,6.000
1276.911,-1051.542,6.000,6.000
1281.136,-1051.247,6.000,6.000
1285.370,-1051.450,6.000,6.000
1289.552,-1052.121,6.000,6.000
1293.661,-1053.158,6.000,6.000
1297.688,-1054.479,6.000,6.000
1301.631,-1056.038,6.000,6.000
1305.480,-1057.816,6.000,6.000
1309.221,-1059.815,6.000,6.000
1312.815,-1062.067,6.000,6.000
1316.248,-1064.555,6.000,6.000
1319.520,-1067.251,6.000,6.000
1322.532,-1070.228,6.000,6.000
1325.246,-1073.480,6.000,6.000
1327.651,-1076.968,6.000,6.000
1329.727,-1080.662,6.000,6.000
1331.475,-1084.522,6.000,6.000
1332.912,-1088.510,6.000,6.000
1334.068,-1092.589,6.000,6.000
1334.972,-1096.732,6.000,6.000
1335.634,-1100.922,6.000,6.000
1336.036,-1105.144,6.000,6.000
1336.190,-1109.382,6.000,6.000
1336.077,-1113.621,6.000,6.000
1335.681,-1117.842,6.000,6.000
1334.987,-1122.024,6.000,6.000
1333.992,-1126.144,6.000,6.000
1332.527,-1130.113,6.000,6.000
1330.742,-1133.958,6.000,6.000
1328.803,-1137.731,6.000,6.000
1326.818,-1141.479,6.000,6.000
1324.699,-1145.153,6.000,6.000
1322.226,-1148.595,6.000,6.000
1319.360,-1151.721,6.000,6.000
1316.498,-1154.851,6.000,6.000
1313.446,-1157.796,6.000,6.000
1310.192,-1160.517,6.000,6.000
1306.597,-1162.760,6.000,6.000
1302.771,-1164.587,6.000,6.000
1298.842,-1166.182,6.000,6.000
1294.870,-1167.670,6.000,6.000
1290.874,-1169.092,6.000,6.000
1286.805,-1170.239,6.000,6.000
1282.597,-1170.759,6.000,6.000
1278.369,-1171.093,6.000,6.000
1274.134,-1171.235,6.000,6.000
1269.908,-1170.869,6.000,6.000
1265.691,-1170.416,6.000,6.000
1261.475,-1169.952,6.000,6.000
1257.252,-1169.565,6.000,6.000
1253.019,-1169.320,6.000,6.000
1248.779,-1169.290,6.000,6.000
1244.541,-1169.482,6.000,6.000
1240.310,-1169.772,6.000,6.000
1236.084,-1170.143,6.000,6.000
1231.847,-1169.968,6.000,6.000
1227.617,-1170.188,6.000,6.000
1223.387,-1170.505,6.000,6.000
1219.161,-1170.866,6.000,6.000
1214.938,-1171.250,6.000,6.000
1210.708,-1171.560,6.000,6.000
1206.470,-1171.754,6.000,6.000
1202.231,-1171.886,6.000,6.000
1197.993,-1172.050,6.000,6.000
1193.757,-1172.267,6.000,6.000
1189.528,-1172.588,6.000,6.000
1185.329,-1173.118,6.000,6.000
1181.192,-1174.053,6.000,6.000
1177.086,-1175.116,6.000,6.000
1172.997,-1176.240,6.000,6.000
1168.939,-1177.473,6.000,6.000
1164.901,-1178.770,6.000,6.000
1160.879,-1180.118,6.000,6.000
1156.884,-1181.542,6.000,6.000
1152.895,-1182.985,6.000,6.000
1148.929,-1184.489,6.000,6.000
1144.969,-1186.007,6.000,6.000
1141.021,-1187.559,6.000,6.000
1137.080,-1189.126,6.000,6.000
1133.146,-1190.711,6.000,6.000
1129.217,-1192.309,6.000,6.000
1125.291,-1193.915,6.000,6.000
1121.371,-1195.535,6.000,6.000
1117.452,-1197.158,6.000,6.000
1113.539,-1198.794,6.000,6.000
1109.626,-1200.432,6.000,6.000
1105.718,-1202.080,6.000,6.000
1101.810,-1203.730,6.000,6.000
1097.906,-1205.387,6.000,6.000
1094.003,-1207.048,6.000,6.000
1090.103,-1208.714,6.000,6.000
1086.204,-1210.385,6.000,6.000
1082.307,-1212.061,6.000,6.000
1078.414,-1213.743,6.000,6.000
1074.522,-1215.429,6.000,6.000
1070.756,-1217.374,6.000,6.000
1067.032,-1219.404,6.000,6.000
1063.342,-1221.496,6.000,6.000
1059.649,-1223.582,6.000,6.000
1055.908,-1225.580,6.000,6.000
1052.178,-1227.599,6.000,6.000
1048.485,-1229.685,6.000,6.000
1044.766,-1231.725,6.000,6.000
1041.019,-1233.713,6.000,6.000
1037.283,-1235.721,6.000,6.000
1033.553,-1237.740,6.000,6.000
1029.794,-1239.704,6.000,6.000
1026.036,-1241.672,6.000,6.000
1022.282,-1243.646,6.000,6.000
1018.517,-1245.598,6.000,6.000
1014.668,-1247.364,6.000,6.000
1010.697,-1248.856,6.000,6.000
1006.689,-1250.244,6.000,6.000
1002.685,-1251.642,6.000,6.000
998.664,-1252.992,6.000,6.000
994.616,-1254.258,6.000,6.000
990.575,-1255.546,6.000,6.000
986.551,-1256.886,6.000,6.000
982.563,-1258.327,6.000,6.000
978.604,-1259.851,6.000,6.000
974.676,-1261.450,6.000,6.000
970.736,-1263.021,6.000,6.000
966.787,-1264.569,6.000,6.000
962.756,-1265.888,6.000,6.000
958.722,-1267.200,6.000,6.000
954.662,-1268.428,6.000,6.000
950.603,-1269.656,6.000,6.000
946.526,-1270.829,6.000,6.000
942.449,-1271.999,6.000,6.000
938.364,-1273.138,6.000,6.000
934.274,-1274.261,6.000,6.000
930.177,-1275.360,6.000,6.000
926.054,-1276.356,6.000,6.000
921.931,-1277.353,6.000,6.000
917.799,-1278.307,6.000,6.000
913.652,-1279.196,6.000,6.000
909.504,-1280.086,6.000,6.000
905.324,-1280.783,6.000,6.000
901.116,-1281.312,6.000,6.000
896.908,-1281.841,6.000,6.000
892.694,-1282.327,6.000,6.000
888.476,-1282.775,6.000,6.000
884.258,-1283.222,6.000,6.000
880.040,-1283.662,6.000,6.000
875.819,-1284.083,6.000,6.000
871.599,-1284.504,6.000,6.000
867.378,-1284.925,6.000,6.000
863.158,-1285.352,6.000,6.000
858.938,-1285.779,6.000,6.000
854.718,-1286.207,6.000,6.000
850.497,-1286.627,6.000,6.000
846.276,-1287.041,6.000,6.000
842.055,-1287.455,6.000,6.000
837.833,-1287.866,6.000,6.000
833.610,-1288.264,6.000,6.000
829.388,-1288.662,6.000,6.000
825.165,-1289.060,6.000,6.000
820.940,-1289.440,6.000,6.000
816.715,-1289.815,6.000,6.000
812.490,-1290.190,6.000,6.000
808.265,-1290.565,6.000,6.000
804.041,-1290.941,6.000,6.000
799.816,-1291.317,6.000,6.000
795.591,-1291.691,6.000,6.000
791.364,-1292.049,6.000,6.000
787.138,-1292.408,6.000,6.000
782.912,-1292.766,6.000,6.000
778.701,-1293.272,6.000,6.000
774.492,-1293.801,6.000,6.000
770.284,-1294.331,6.000,6.000
766.075,-1294.855,6.000,6.000
761.865,-1295.375,6.000,6.000
757.656,-1295.896,6.000,6.000
753.446,-1296.413,6.000,6.000
749.236,-1296.927,6.000,6.000
745.025,-1297.441,6.000,6.000
740.815,-1297.954,6.000,6.000
736.604,-1298.466,6.000,6.000
732.394,-1298.977,6.000,6.000
728.183,-1299.490,6.000,6.000
723.974,-1300.007,6.000,6.000
719.764,-1300.525,6.000,6.000
715.554,-1301.043,6.000,6.000
711.347,-1301.581,6.000,6.000
707.139,-1302.118,6.000,6.000
702.932,-1302.655,6.000,6.000
698.728,-1303.221,6.000,6.000
694.525,-1303.791,6.000,6.000
690.322,-1304.361,6.000,6.000
686.124,-1304.964,6.000,6.000
681.927,-1305.580,6.000,6.000
677.730,-1306.196,6.000,6.000
673.539,-1306.843,6.000,6.000
669.351,-1307.515,6.000,6.000
665.163,-1308.187,6.000,6.000
660.978,-1308.882,6.000,6.000
656.801,-1309.617,6.000,6.000
652.624,-1310.351,6.000,6.000
648.448,-1311.096,6.000,6.000
644.283,-1311.897,6.000,6.000
640.117,-1312.697,6.000,6.000
635.952,-1313.497,6.000,6.000
631.799,-1314.358,6.000,6.000
627.646,-1315.224,6.000,6.000
623.494,-1316.090,6.000,6.000
619.351,-1316.996,6.000,6.000
615.212,-1317.924,6.000,6.000
611.073,-1318.853,6.000,6.000
606.939,-1319.801,6.000,6.000
602.814,-1320.787,6.000,6.000
598.689,-1321.773,6.000,6.000
594.563,-1322.759,6.000,6.000
590.450,-1323.795,6.000,6.000
586.337,-1324.832,6.000,6.000
582.224,-1325.868,6.000,6.000
578.118,-1326.931,6.000,6.000
574.016,-1328.009,6.000,6.000
569.913,-1329.086,6.000,6.000
565.813,-1330.173,6.000,6.000
561.719,-1331.281,6.000,6.000
557.625,-1332.389,6.000,6.000
553.531,-1333.498,6.000,6.000
549.442,-1334.626,6.000,6.000
545.354,-1335.756,6.000,6.000
541.265,-1336.885,6.000,6.000
537.179,-1338.023,6.000,6.000
533.094,-1339.164,6.000,6.000
529.009,-1340.305,6.000,6.000
524.924,-1341.447,6.000,6.000
520.840,-1342.591,6.000,6.000
516.755,-1343.735,6.000,6.000
512.670,-1344.878,6.000,6.000
508.585,-1346.018,6.000,6.000
504.499,-1347.158,6.000,6.000
500.413,-1348.294,6.000,6.000
496.325,-1349.424,6.000,6.000
492.236,-1350.554,6.000,6.000
488.146,-1351.676,6.000,6.000
484.054,-1352.792,6.000,6.000
479.962,-1353.908,6.000,6.000
475.866,-1355.010,6.000,6.000
471.769,-1356.109,6.000,6.000
467.671,-1357.204,6.000,6.000
463.570,-1358.284,6.000,6.000
459.468,-1359.364,6.000,6.000
455.363,-1360.432,6.000,6.000
451.257,-1361.496,6.000,6.000
447.150,-1362.555,6.000,6.000
443.041,-1363.607,6.000,6.000
438.932,-1364.658,6.000,6.000
434.822,-1365.707,6.000,6.000
430.712,-1366.756,6.000,6.000
426.604,-1367.812,6.000,6.000
422.497,-1368.871,6.000,6.000
418.394,-1369.947,6.000,6.000
414.293,-1371.031,6.000,6.000
410.200,-1372.141,6.000,6.000
406.112,-1373.274,6.000,6.000
402.032,-1374.434,6.000,6.000
397.968,-1375.648,6.000,6.000
393.915,-1376.896,6.000,6.000
389.884,-1378.216,6.000,6.000
385.950,-1379.795,6.000,6.000
382.043,-1381.446,6.000,6.000
378.132,-1383.089,6.000,6.000
374.280,-1384.864,6.000,6.000
370.460,-1386.707,6.000,6.000
366.707,-1388.682,6.000,6.000
363.034,-1390.802,6.000,6.000
359.561,-1393.229,6.000,6.000
356.155,-1395.753,6.000,6.000
352.692,-1398.199,6.000,6.000
349.102,-1400.457,6.000,6.000
345.454,-1402.622,6.000,6.000
341.754,-1404.693,6.000,6.000
338.015,-1406.696,6.000,6.000
334.250,-1408.644,6.000,6.000
330.393,-1410.409,6.000,6.000
326.547,-1412.198,6.000,6.000
322.734,-1414.055,6.000,6.000
318.978,-1416.024,6.000,6.000
315.201,-1417.952,6.000,6.000
311.342,-1419.710,6.000,6.000
307.566,-1421.629,6.000,6.000
303.978,-1423.888,6.000,6.000
301.043,-1426.930,6.000,6.000
298.373,-1430.224,6.000,6.000
295.960,-1433.710,6.000,6.000
294.495,-1437.625,6.000,6.000
293.617,-1441.774,6.000,6.000
292.906,-1445.955,6.000,6.000
292.114,-1450.120,6.000,6.000
291.708,-1454.341,6.000,6.000
291.688,-1458.578,6.000,6.000
292.303,-1462.770,6.000,6.000
294.120,-1466.531,6.000,6.000
296.816,-1469.802,6.000,6.000
299.825,-1472.787,6.000,6.000
303.286,-1475.160,6.000,6.000
307.297,-1476.534,6.000,6.000
311.401,-1477.599,6.000,6.000
315.561,-1478.420,6.000,6.000
319.769,-1478.951,6.000,6.000
323.997,-1479.269,6.000,6.000
328.237,-1479.268,6.000,6.000
332.464,-1479.364,6.000,6.000
336.698,-1479.558,6.000,6.000
340.935,-1479.391,6.000,6.000
345.147,-1478.895,6.000,6.000
349.331,-1478.208,6.000,6.000
353.443,-1477.175,6.000,6.000
357.380,-1475.608,6.000,6.000
361.074,-1473.531,6.000,6.000
364.864,-1471.663,6.000,6.000
368.683,-1469.822,6.000,6.000
372.364,-1467.717,6.000,6.000
375.936,-1465.433,6.000,6.000
379.335,-1462.917,6.000,6.000
382.415,-1460.000,6.000,6.000
385.481,-1457.070,6.000,6.000
388.543,-1454.134,6.000,6.000
391.568,-1451.161,6.000,6.000
394.591,-1448.186,6.000,6.000
397.689,-1445.288,6.000,6.000
400.789,-1442.394,6.000,6.000
403.997,-1439.621,6.000,6.000
407.247,-1436.896,6.000,6.000
410.440,-1434.106,6.000,6.000
413.541,-1431.212,6.000,6.000
416.642,-1428.317,6.000,6.000
419.733,-1425.413,6.000,6.000
422.824,-1422.508,6.000,6.000
425.941,-1419.632,6.000,6.000
429.092,-1416.793,6.000,6.000
432.244,-1413.955,6.000,6.000
435.450,-1411.177,6.000,6.000
438.667,-1408.413,6.000,6.000
441.916,-1405.688,6.000,6.000
445.291,-1403.120,6.000,6.000
448.667,-1400.552,6.000,6.000
452.087,-1398.045,6.000,6.000
455.553,-1395.599,6.000,6.000
459.018,-1393.153,6.000,6.000
462.579,-1390.850,6.000,6.000
466.160,-1388.576,6.000,6.000
469.752,-1386.321,6.000,6.000
473.395,-1384.149,6.000,6.000
477.038,-1381.977,6.000,6.000
480.675,-1379.795,6.000,6.000
484.309,-1377.606,6.000,6.000
487.942,-1375.417,6.000,6.000
491.620,-1373.305,6.000,6.000
495.299,-1371.194,6.000,6.000
499.018,-1369.158,6.000,6.000
502.809,-1367.255,6.000,6.000
506.600,-1365.353,6.000,6.000
510.444,-1363.562,6.000,6.000
514.308,-1361.813,6.000,6.000
518.181,-1360.084,6.000,6.000
522.106,-1358.477,6.000,6.000
526.032,-1356.870,6.000,6.000
530.023,-1355.446,6.000,6.000
534.067,-1354.167,6.000,6.000
538.112,-1352.891,6.000,6.000
542.182,-1351.696,6.000,6.000
546.252,-1350.501,6.000,6.000
550.331,-1349.338,6.000,6.000
554.417,-1348.200,6.000,6.000
558.505,-1347.069,6.000,6.000
562.601,-1345.968,6.000,6.000
566.697,-1344.866,6.000,6.000
570.799,-1343.786,6.000,6.000
574.901,-1342.708,6.000,6.000
579.006,-1341.643,6.000,6.000
583.112,-1340.579,6.000,6.000
587.220,-1339.523,6.000,6.000
591.329,-1338.468,6.000,6.000
595.438,-1337.415,6.000,6.000
599.548,-1336.369,6.000,6.000
603.662,-1335.339,6.000,6.000
607.791,-1334.368,6.000,6.000
611.955,-1333.562,6.000,6.000
616.152,-1332.949,6.000,6.000
620.360,-1332.421,6.000,6.000
624.570,-1331.901,6.000,6.000
628.779,-1331.378,6.000,6.000
632.987,-1330.848,6.000,6.000
637.194,-1330.310,6.000,6.000
