# x_m,y_m,w_tr_right_m,w_tr_left_m
-55.663,-377.713,7.212,7.326
-53.240,-382.099,7.123,7.187
-51.444,-386.679,7.029,7.175
-50.702,-391.556,7.068,7.195
-51.009,-396.577,7.027,7.070
-52.209,-401.484,7.088,6.997
-54.329,-405.990,6.813,7.183
-57.467,-409.799,6.947,7.236
-61.495,-412.680,6.792,7.519
-66.034,-414.486,6.696,7.288
-70.834,-415.273,7.338,7.195
-75.808,-415.326,7.860,7.364
-80.875,-414.943,7.817,7.472
-85.956,-414.421,7.731,7.573
-90.991,-413.994,7.644,7.674
-95.983,-413.683,7.557,7.776
-100.952,-413.466,7.517,7.678
-105.915,-413.320,7.497,7.500
-110.885,-413.205,7.476,7.321
-115.868,-413.034,7.451,7.202
-120.861,-412.708,7.423,7.123
-125.866,-412.126,7.143,7.119
-130.875,-411.190,6.919,7.094
-135.774,-409.804,6.749,7.292
-140.384,-407.878,7.063,7.234
-144.522,-405.318,6.855,7.295
-148.008,-402.033,6.664,7.055
-150.780,-398.033,6.644,6.812
-153.000,-393.517,6.791,6.481
-154.850,-388.703,6.861,6.478
-156.516,-383.809,6.667,6.590
-158.164,-379.023,6.474,6.701
-159.860,-374.362,6.426,6.716
-161.632,-369.776,6.518,6.639
-163.505,-365.216,6.644,6.571
-165.511,-360.647,6.802,6.513
-167.693,-356.114,6.729,6.432
-170.103,-351.693,6.579,6.316
-172.791,-347.459,6.542,6.051
-175.803,-343.484,6.111,6.272
-179.111,-339.759,5.955,6.324
-182.604,-336.185,6.078,6.145
-186.168,-332.662,6.174,5.991
-189.689,-329.087,6.094,6.014
-193.093,-325.397,6.014,6.038
-196.437,-321.651,5.934,6.061
-199.802,-317.931,5.854,6.084
-203.272,-314.320,5.791,6.086
-206.924,-310.900,5.940,5.842
-210.798,-307.759,6.078,5.765
-214.913,-304.985,6.441,5.914
-219.285,-302.668,6.981,6.425
-223.924,-300.885,7.415,7.525
-228.780,-299.581,7.827,8.268
-233.763,-298.624,8.194,8.552
-238.781,-297.878,8.509,8.449
-243.746,-297.208,8.786,8.201
-248.627,-296.558,8.656,8.120
-253.498,-296.001,8.291,8.134
-258.445,-295.625,7.926,8.149
-263.553,-295.520,7.877,7.745
-268.796,-295.852,7.778,7.214
-273.536,-297.235,7.148,6.614
-276.948,-300.392,6.594,6.333
-278.711,-305.066,6.288,5.894
-279.002,-310.076,6.212,5.659
-278.090,-314.846,5.869,5.719
-276.315,-319.424,5.905,6.018
-274.020,-323.878,5.974,6.078
-271.540,-328.278,6.023,6.055
-269.041,-332.660,6.073,6.033
-266.531,-337.025,6.123,6.011
-264.010,-341.377,6.172,5.988
-261.480,-345.715,6.218,5.968
-258.942,-350.041,6.216,5.966
-256.397,-354.358,6.214,5.965
-253.846,-358.665,6.212,5.963
-251.289,-362.966,6.210,5.962
-248.728,-367.260,6.208,5.960
-246.163,-371.550,6.206,5.959
-243.596,-375.838,6.204,5.957
-241.028,-380.123,6.202,5.956
-238.460,-384.409,6.200,5.954
-235.892,-388.696,6.198,5.953
-233.325,-392.985,6.196,5.952
-230.762,-397.279,6.195,5.950
-228.201,-401.579,6.193,5.949
-225.645,-405.884,6.191,5.947
-223.089,-410.193,6.189,5.946
-220.531,-414.504,6.187,5.944
-217.969,-418.814,6.185,5.943
-215.401,-423.120,6.183,5.941
-212.823,-427.421,6.181,5.940
-210.234,-431.715,6.179,5.938
-207.631,-435.999,6.177,5.937
-205.011,-440.271,6.175,5.935
-202.388,-444.537,6.173,5.934
-199.786,-448.812,6.133,6.007
-197.231,-453.110,6.072,6.121
-194.748,-457.443,6.010,6.236
-192.363,-461.828,5.949,6.351
-190.102,-466.276,6.077,6.527
-187.990,-470.804,6.378,6.759
-186.053,-475.423,6.680,6.992
-184.325,-480.142,6.959,7.064
-182.867,-484.948,7.214,7.222
-181.742,-489.825,7.423,7.613
-181.015,-494.756,7.541,7.621
-180.741,-499.727,7.482,7.607
-180.900,-504.715,7.308,7.541
-181.432,-509.698,7.152,7.184
-182.277,-514.652,6.865,6.915
-183.374,-519.556,6.552,6.674
-184.669,-524.399,6.304,6.431
-186.116,-529.191,6.080,6.211
-187.668,-533.946,6.027,6.144
-189.281,-538.674,5.975,6.077
-190.918,-543.387,5.936,6.024
-192.592,-548.086,5.905,5.980
-194.328,-552.771,5.874,5.936
-196.153,-557.440,5.837,5.905
-198.095,-562.086,5.738,6.003
-200.208,-566.658,5.751,6.057
-202.549,-571.096,5.891,6.058
-205.178,-575.341,6.180,5.736
-208.151,-579.333,6.030,5.890
-211.475,-583.032,5.689,6.227
-215.120,-586.420,5.749,6.063
-219.050,-589.475,5.651,6.358
-223.233,-592.178,5.862,6.369
-227.627,-594.540,5.875,6.339
-232.172,-596.648,5.887,6.310
-236.806,-598.599,5.900,6.280
-241.467,-600.495,5.913,6.250
-246.097,-602.426,5.925,6.220
-250.680,-604.428,5.938,6.190
-255.221,-606.508,5.951,6.161
-259.724,-608.673,5.968,6.126
-264.195,-610.924,6.103,5.966
-268.652,-613.221,6.239,5.806
-273.119,-615.506,6.375,5.646
-277.619,-617.718,6.054,5.823
-282.175,-619.797,5.709,6.017
-286.803,-621.679,5.555,6.029
-291.508,-623.293,5.380,6.196
-296.296,-624.569,5.533,6.147
-301.169,-625.434,5.950,5.790
-306.127,-625.847,6.175,5.611
-311.146,-625.888,6.086,5.749
-316.197,-625.673,5.911,6.005
-321.251,-625.317,5.872,6.102
-326.277,-624.930,5.911,6.110
-331.263,-624.514,5.915,6.128
-336.208,-623.984,5.839,6.170
-341.109,-623.249,5.762,6.212
-345.968,-622.227,5.926,6.046
-350.789,-620.929,6.186,5.797
-355.585,-619.444,6.065,5.926
-360.368,-617.865,5.881,6.118
-365.149,-616.285,5.763,6.216
-369.930,-614.751,5.836,6.046
-374.690,-613.204,5.909,5.877
-379.406,-611.569,5.821,5.910
-384.053,-609.771,5.667,6.027
-388.608,-607.742,5.513,6.144
-393.055,-605.468,5.359,6.261
-397.382,-602.958,5.667,6.092
-401.577,-600.223,5.880,5.994
-405.628,-597.275,5.906,6.026
-409.522,-594.123,6.014,5.928
-413.248,-590.779,6.155,5.774
-416.793,-587.252,5.841,6.014
-420.147,-583.555,5.716,6.125
-423.315,-579.704,5.809,6.091
-426.332,-575.728,5.956,6.058
-429.233,-571.656,6.079,6.032
-432.053,-567.517,6.110,6.032
-434.827,-563.338,6.140,6.032
-437.590,-559.149,6.171,6.032
-440.378,-554.978,6.202,6.032
-443.226,-550.854,6.232,6.032
-446.167,-546.804,6.197,6.055
-449.195,-542.824,6.125,6.090
-452.276,-538.886,6.054,6.125
-455.376,-534.962,5.984,6.159
-458.458,-531.022,6.017,6.137
-461.500,-527.050,6.051,6.114
-464.512,-523.052,6.085,6.092
-467.506,-519.040,6.115,6.039
-470.496,-515.023,6.141,5.963
-473.491,-511.010,6.168,5.887
-476.494,-507.002,6.174,5.834
-479.504,-503.000,6.059,5.914
-482.523,-499.005,5.943,5.993
-485.552,-495.017,5.827,6.073
-488.591,-491.038,5.736,6.135
-491.641,-487.068,5.828,6.069
-494.704,-483.108,5.921,6.003
-497.780,-479.158,6.013,5.936
-500.870,-475.220,6.105,5.870
-503.974,-471.293,6.153,5.867
-507.094,-467.380,6.174,5.901
-510.230,-463.480,6.195,5.934
-513.383,-459.595,6.217,5.968
-516.555,-455.724,6.238,6.001
-519.745,-451.870,6.259,6.035
-522.955,-448.032,6.281,6.068
-526.190,-444.215,6.238,6.033
-529.473,-440.437,6.194,5.997
-532.830,-436.718,6.151,5.961
-536.289,-433.082,6.108,5.926
-539.881,-429.559,5.977,5.879
-543.705,-426.344,5.937,5.660
-547.913,-423.754,5.734,5.798
-552.552,-421.963,5.812,5.785
-557.445,-420.829,6.132,5.962
-562.428,-420.212,6.287,6.219
-567.447,-420.069,6.470,6.412
-572.456,-420.369,6.599,6.479
-577.415,-421.083,6.560,6.490
-582.284,-422.177,6.257,6.644
-587.065,-423.590,6.438,6.476
-591.775,-425.247,6.605,6.319
-596.432,-427.076,6.750,6.179
-601.054,-429.004,6.785,6.188
-605.652,-430.986,6.630,6.457
-610.231,-433.012,6.523,6.612
-614.794,-435.073,6.474,6.628
-619.344,-437.162,6.426,6.644
-623.885,-439.269,6.377,6.661
-628.422,-441.387,6.351,6.670
-632.956,-443.508,6.354,6.669
-637.493,-445.624,6.357,6.669
-642.036,-447.726,6.360,6.668
-646.585,-449.814,6.363,6.668
-651.139,-451.888,6.366,6.667
-655.699,-453.952,6.369,6.667
-660.262,-456.007,6.372,6.666
-664.828,-458.056,6.375,6.666
-669.396,-460.102,6.377,6.665
-673.965,-462.146,6.380,6.665
-678.535,-464.192,6.383,6.664
-683.104,-466.239,6.386,6.664
-687.673,-468.290,6.389,6.663
-692.241,-470.343,6.392,6.663
-696.808,-472.398,6.395,6.662
-701.375,-474.456,6.398,6.662
-705.940,-476.515,6.401,6.661
-710.505,-478.576,6.404,6.661
-715.069,-480.639,6.407,6.660
-719.632,-482.704,6.410,6.660
-724.193,-484.770,6.413,6.659
-728.754,-486.837,6.416,6.659
-733.313,-488.905,6.419,6.658
-737.871,-490.975,6.422,6.658
-742.427,-493.045,6.425,6.657
-746.982,-495.116,6.428,6.657
-751.535,-497.187,6.431,6.656
-756.087,-499.259,6.434,6.656
-760.637,-501.330,6.437,6.655
-765.188,-503.399,6.440,6.655
-769.743,-505.465,6.443,6.654
-774.303,-507.523,6.446,6.654
-778.872,-509.573,6.449,6.653
-783.452,-511.612,6.452,6.653
-788.045,-513.637,6.455,6.652
-792.654,-515.647,6.457,6.652
-797.281,-517.640,6.522,6.468
-801.892,-519.660,6.597,6.256
-806.376,-521.847,6.671,6.044
-810.616,-524.351,6.763,5.905
-814.493,-527.323,7.149,6.743
-817.918,-530.881,7.726,7.803
-820.997,-534.923,8.728,8.818
-823.801,-539.276,9.583,9.407
-825.632,-543.895,9.892,9.566
-825.566,-548.677,10.056,9.399
-823.285,-552.926,9.280,8.558
-819.694,-556.450,7.858,7.893
-815.748,-559.558,7.134,7.560
-811.718,-562.546,7.131,7.314
-807.720,-565.568,7.129,7.068
-803.751,-568.618,7.131,6.882
-799.797,-571.685,7.150,6.903
-795.846,-574.754,7.169,6.924
-791.889,-577.816,7.188,6.944
-787.925,-580.871,7.206,6.965
-783.955,-583.919,7.225,6.986
-779.980,-586.962,7.244,7.007
-776.002,-590.000,7.263,7.028
-772.020,-593.036,7.282,7.049
-768.037,-596.069,7.301,7.069
-764.053,-599.102,7.320,7.090
-760.069,-602.136,7.339,7.111
-756.086,-605.170,7.357,7.132
-752.104,-608.204,7.376,7.153
-748.122,-611.240,7.395,7.174
-744.141,-614.276,7.414,7.194
-740.161,-617.313,7.433,7.215
-736.181,-620.350,7.452,7.236
-732.201,-623.388,7.471,7.257
-728.222,-626.426,7.490,7.278
-724.243,-629.464,7.508,7.299
-720.264,-632.503,7.527,7.319
-716.285,-635.542,7.546,7.340
