# x_m,y_m,w_tr_right_m,w_tr_left_m
959.214,-2180.864,5.614,5.614
963.362,-2180.300,5.644,5.644
967.510,-2179.481,5.664,5.664
971.658,-2178.380,5.674,5.674
975.845,-2176.946,5.685,5.685
980.082,-2175.051,5.664,5.664
984.358,-2172.644,5.652,5.652
988.583,-2169.713,5.654,5.654
992.667,-2166.192,5.666,5.666
996.443,-2162.159,5.699,5.699
999.811,-2157.755,5.739,5.739
1002.755,-2153.095,5.788,5.788
1005.354,-2148.154,5.845,5.845
1007.646,-2143.020,5.881,5.881
1009.694,-2137.745,5.875,5.875
1011.563,-2132.279,5.855,5.855
1013.343,-2126.454,5.819,5.819
1014.994,-2120.526,5.786,5.786
1016.684,-2114.215,5.767,5.767
1018.489,-2107.404,5.758,5.758
1020.294,-2100.619,5.754,5.754
1022.138,-2093.731,5.742,5.742
1023.956,-2086.882,5.710,5.710
1025.569,-2080.596,5.659,5.659
1027.003,-2074.783,5.587,5.587
1028.308,-2069.278,5.500,5.500
1029.461,-2064.375,5.437,5.437
1030.587,-2059.766,5.404,5.404
1031.714,-2055.362,5.399,5.399
1032.841,-2051.163,5.431,5.431
1033.993,-2047.015,5.471,5.471
1035.145,-2042.867,5.512,5.512
1036.297,-2038.707,5.541,5.541
1037.475,-2034.456,5.544,5.544
1038.691,-2030.103,5.524,5.524
1039.933,-2025.648,5.474,5.474
1041.226,-2021.091,5.412,5.412
1042.557,-2016.533,5.358,5.358
1043.915,-2012.078,5.329,5.329
1045.297,-2007.725,5.316,5.316
1046.744,-2003.436,5.318,5.318
1048.267,-1999.186,5.337,5.337
1049.855,-1994.897,5.343,5.343
1051.532,-1990.467,5.349,5.349
1053.324,-1985.654,5.347,5.347
1055.206,-1980.533,5.355,5.355
1057.216,-1975.105,5.387,5.387
1059.354,-1969.369,5.412,5.412
1061.492,-1963.864,5.449,5.449
1063.579,-1958.730,5.475,5.475
1065.602,-1953.955,5.490,5.490
1067.522,-1949.538,5.481,5.481
1069.366,-1945.390,5.463,5.463
1071.209,-1941.230,5.436,5.436
1073.053,-1937.018,5.407,5.407
1074.896,-1932.754,5.378,5.378
1076.714,-1928.440,5.375,5.375
1078.532,-1924.074,5.386,5.386
1080.350,-1919.734,5.408,5.408
1082.168,-1915.446,5.440,5.440
1083.999,-1911.208,5.466,5.466
1085.842,-1907.022,5.484,5.484
1087.686,-1902.874,5.491,5.491
1089.529,-1898.726,5.493,5.493
1091.373,-1894.578,5.493,5.493
1093.216,-1890.430,5.493,5.493
1095.060,-1886.282,5.493,5.493
1096.903,-1882.134,5.493,5.493
1098.747,-1877.986,5.491,5.491
1100.590,-1873.838,5.472,5.472
1102.434,-1869.690,5.449,5.449
1104.277,-1865.504,5.423,5.423
1106.121,-1861.266,5.390,5.390
1107.952,-1856.977,5.376,5.376
1109.770,-1852.637,5.376,5.376
1111.588,-1848.272,5.396,5.396
1113.406,-1843.958,5.423,5.423
1115.223,-1839.694,5.454,5.454
1117.067,-1835.482,5.476,5.476
1118.911,-1831.322,5.488,5.488
1120.754,-1827.174,5.493,5.493
1122.598,-1823.013,5.497,5.497
1124.480,-1818.737,5.504,5.504
1126.554,-1814.064,5.521,5.521
1128.935,-1808.726,5.545,5.545
1131.623,-1802.721,5.577,5.577
1134.619,-1796.128,5.627,5.627
1137.730,-1789.356,5.695,5.695
1140.623,-1783.070,5.784,5.784
1143.209,-1777.449,5.884,5.884
1145.475,-1772.482,5.971,5.971
1147.409,-1768.053,6.010,6.010
1149.150,-1763.841,5.998,5.998
1150.891,-1759.577,5.944,5.944
1152.593,-1755.263,5.869,5.869
1154.322,-1750.897,5.824,5.824
1156.089,-1746.557,5.816,5.816
1157.817,-1742.269,5.827,5.827
1159.520,-1737.993,5.852,5.852
1161.248,-1733.717,5.863,5.863
1162.912,-1729.428,5.841,5.841
1164.538,-1725.088,5.818,5.818
1166.062,-1720.722,5.777,5.777
1167.380,-1716.408,5.716,5.716
1168.468,-1712.145,5.678,5.678
1169.313,-1707.933,5.654,5.654
1169.902,-1703.772,5.639,5.639
1170.312,-1699.624,5.682,5.682
1170.555,-1695.476,5.727,5.727
1170.670,-1691.328,5.754,5.754
1170.670,-1687.180,5.763,5.763
1170.555,-1683.032,5.749,5.749
1170.312,-1678.872,5.733,5.733
1169.864,-1674.660,5.711,5.711
1169.147,-1670.281,5.707,5.707
1168.110,-1665.698,5.689,5.689
1166.740,-1660.910,5.653,5.653
1164.986,-1655.917,5.615,5.615
1162.887,-1650.758,5.587,5.587
1159.993,-1645.150,5.600,5.600
1155.986,-1638.851,5.640,5.640
1150.801,-1631.874,5.690,5.690
1144.515,-1624.398,5.735,5.735
1137.461,-1616.729,5.776,5.776
1130.663,-1609.880,5.797,5.797
1124.403,-1604.042,5.806,5.806
1118.770,-1599.126,5.831,5.831
1113.738,-1594.991,5.844,5.844
1108.874,-1591.124,5.852,5.852
1103.996,-1587.271,5.852,5.852
1099.029,-1583.417,5.848,5.848
1094.023,-1579.692,5.842,5.842
1089.056,-1576.171,5.837,5.837
1084.178,-1572.958,5.818,5.818
1079.454,-1570.129,5.796,5.796
1074.871,-1567.619,5.756,5.756
1070.454,-1565.443,5.705,5.705
1066.152,-1563.561,5.665,5.665
1061.915,-1561.909,5.658,5.658
1057.728,-1560.450,5.665,5.665
1053.580,-1559.119,5.707,5.707
1049.432,-1557.877,5.753,5.753
1045.284,-1556.673,5.780,5.780
1041.136,-1555.534,5.804,5.804
1036.988,-1554.471,5.817,5.817
1032.841,-1553.537,5.812,5.812
1028.693,-1552.769,5.811,5.811
1024.545,-1552.180,5.809,5.809
1020.397,-1551.706,5.804,5.804
1016.249,-1551.348,5.804,5.804
1012.101,-1551.091,5.807,5.807
1007.953,-1550.899,5.807,5.807
1003.805,-1550.835,5.807,5.807
999.657,-1550.899,5.807,5.807
995.509,-1551.091,5.807,5.807
991.361,-1551.373,5.807,5.807
987.213,-1551.757,5.804,5.804
983.065,-1552.257,5.800,5.800
978.879,-1552.871,5.795,5.795
974.641,-1553.639,5.786,5.786
970.352,-1554.561,5.781,5.781
965.974,-1555.662,5.787,5.787
961.480,-1556.929,5.795,5.795
956.923,-1558.376,5.807,5.807
952.250,-1560.015,5.827,5.827
947.449,-1561.820,5.823,5.823
942.558,-1563.791,5.798,5.798
937.425,-1566.070,5.764,5.764
932.112,-1568.669,5.722,5.722
926.722,-1571.562,5.671,5.671
921.191,-1574.814,5.649,5.649
915.802,-1578.207,5.631,5.631
910.655,-1581.574,5.619,5.619
905.701,-1584.902,5.619,5.619
900.925,-1588.129,5.619,5.619
896.406,-1591.150,5.619,5.619
891.900,-1594.133,5.611,5.611
887.393,-1597.141,5.619,5.619
882.887,-1600.124,5.611,5.611
878.278,-1603.235,5.619,5.619
873.567,-1606.474,5.619,5.619
868.856,-1609.688,5.619,5.619
863.466,-1613.388,5.615,5.615
855.336,-1618.918,5.598,5.598
844.454,-1626.254,5.568,5.568
830.769,-1635.446,5.518,5.518
814.215,-1646.597,5.467,5.467
798.712,-1657.005,5.416,5.416
785.871,-1665.660,5.382,5.382
775.693,-1672.573,5.361,5.361
767.973,-1677.809,5.352,5.352
762.187,-1681.739,5.352,5.352
756.349,-1685.695,5.352,5.352
750.255,-1689.779,5.352,5.352
744.058,-1693.914,5.352,5.352
738.118,-1697.921,5.352,5.352
732.383,-1701.852,5.373,5.373
726.852,-1705.680,5.407,5.407
721.782,-1709.264,5.462,5.462
717.071,-1712.618,5.530,5.530
712.552,-1715.793,5.598,5.598
708.174,-1718.828,5.636,5.636
703.846,-1721.772,5.670,5.670
699.417,-1724.768,5.674,5.674
694.885,-1727.815,5.670,5.670
690.314,-1730.913,5.679,5.679
685.769,-1733.960,5.674,5.674
681.225,-1737.007,5.687,5.687
676.526,-1740.105,5.696,5.696
671.623,-1743.229,5.716,5.716
666.387,-1746.429,5.744,5.744
660.792,-1749.617,5.764,5.764
655.146,-1752.600,5.786,5.786
649.552,-1755.212,5.791,5.791
644.251,-1757.363,5.764,5.764
639.361,-1758.988,5.732,5.732
634.829,-1760.128,5.711,5.711
630.502,-1760.896,5.688,5.688
626.341,-1761.370,5.715,5.715
622.193,-1761.626,5.739,5.739
618.045,-1761.690,5.730,5.730
613.884,-1761.626,5.722,5.722
609.672,-1761.357,5.692,5.692
605.409,-1760.858,5.659,5.659
601.095,-1760.128,5.702,5.702
596.614,-1759.014,5.762,5.762
591.660,-1757.132,5.816,5.816
586.129,-1754.328,5.881,5.881
579.933,-1750.296,5.901,5.901
573.007,-1744.586,5.852,5.852
565.888,-1737.557,5.809,5.809
559.321,-1729.902,5.756,5.756
553.445,-1721.836,5.719,5.719
548.682,-1714.347,5.699,5.699
544.931,-1707.638,5.712,5.712
541.487,-1701.212,5.729,5.729
538.056,-1694.964,5.759,5.759
534.177,-1688.665,5.775,5.775
529.453,-1682.059,5.778,5.778
523.935,-1675.594,5.763,5.763
517.867,-1669.692,5.753,5.753
511.466,-1664.546,5.753,5.753
505.205,-1660.449,5.773,5.773
499.483,-1657.440,5.806,5.806
494.311,-1655.302,5.825,5.825
489.651,-1653.843,5.845,5.845
485.311,-1652.857,5.887,5.887
481.163,-1652.217,5.951,5.951
477.015,-1651.782,6.008,6.008
472.867,-1651.513,6.073,6.073
468.719,-1651.462,6.082,6.082
464.571,-1651.641,6.015,6.015
460.423,-1652.038,5.934,5.934
456.275,-1652.627,5.853,5.853
452.127,-1653.433,5.781,5.781
447.787,-1654.496,5.760,5.760
443.153,-1655.840,5.763,5.763
438.211,-1657.492,5.767,5.767
432.962,-1659.425,5.791,5.791
427.534,-1661.550,5.827,5.827
422.336,-1663.650,5.864,5.864
417.317,-1665.685,5.894,5.894
412.094,-1667.849,5.910,5.910
406.666,-1670.153,5.874,5.874
400.841,-1672.624,5.781,5.781
394.516,-1675.287,5.686,5.686
388.448,-1677.809,5.663,5.663
382.930,-1680.037,5.671,5.671
377.976,-1682.034,5.736,5.736
373.585,-1683.916,5.856,5.856
369.629,-1685.823,5.873,5.873
365.698,-1687.884,5.817,5.817
361.717,-1689.984,5.739,5.739
357.684,-1692.071,5.640,5.640
353.600,-1694.055,5.513,5.513
349.465,-1695.860,5.435,5.435
345.317,-1697.589,5.376,5.376
341.169,-1699.266,5.320,5.320
337.021,-1700.892,5.297,5.297
332.873,-1702.543,5.331,5.331
328.725,-1704.246,5.375,5.375
324.577,-1706.000,5.423,5.423
320.429,-1707.805,5.470,5.470
316.269,-1709.661,5.487,5.487
311.993,-1711.594,5.506,5.506
307.345,-1713.745,5.547,5.547
302.135,-1716.190,5.594,5.594
296.361,-1718.892,5.635,5.635
290.101,-1721.734,5.642,5.642
283.751,-1724.512,5.619,5.619
277.785,-1726.944,5.584,5.584
272.331,-1729.005,5.589,5.589
267.377,-1730.695,5.629,5.629
262.819,-1732.052,5.719,5.719
258.479,-1733.102,5.798,5.798
254.190,-1733.896,5.839,5.839
249.953,-1734.357,5.827,5.827
245.728,-1734.485,5.790,5.790
241.490,-1734.306,5.755,5.755
236.779,-1733.461,5.723,5.723
231.466,-1731.784,5.739,5.739
225.628,-1729.159,5.756,5.756
219.432,-1725.485,5.751,5.751
213.248,-1720.927,5.743,5.743
208.012,-1716.139,5.743,5.743
203.736,-1711.249,5.727,5.727
200.395,-1706.422,5.714,5.714
197.911,-1701.800,5.718,5.718
195.837,-1697.243,5.698,5.698
194.006,-1692.762,5.695,5.695
192.317,-1688.384,5.704,5.704
190.742,-1684.108,5.736,5.736
189.218,-1679.921,5.777,5.777
187.695,-1675.773,5.821,5.821
186.171,-1671.625,5.827,5.827
184.686,-1667.477,5.830,5.830
183.227,-1663.291,5.838,5.838
181.703,-1658.951,5.857,5.857
180.116,-1654.457,5.891,5.891
178.426,-1649.810,5.915,5.915
176.634,-1645.009,5.933,5.933
174.841,-1640.285,5.908,5.908
173.151,-1635.715,5.891,5.891
171.538,-1631.298,5.892,5.892
170.028,-1627.035,5.902,5.902
168.645,-1622.887,5.947,5.947
167.237,-1618.662,6.023,6.023
165.777,-1614.335,6.044,6.044
164.292,-1609.905,6.046,6.046
162.756,-1605.373,6.026,6.026
161.156,-1600.752,5.919,5.919
159.696,-1596.181,5.834,5.834
158.378,-1591.662,5.773,5.773
157.200,-1587.194,5.749,5.749
156.201,-1582.803,5.752,5.752
155.382,-1578.488,5.806,5.806
154.729,-1574.225,5.861,5.861
154.230,-1570.013,5.900,5.900
153.910,-1565.853,5.934,5.934
153.794,-1561.705,5.951,5.951
153.833,-1557.557,5.917,5.917
154.063,-1553.370,5.883,5.883
154.511,-1549.094,5.848,5.848
155.139,-1544.678,5.811,5.811
156.073,-1540.005,5.810,5.810
157.430,-1534.909,5.823,5.823
159.235,-1529.417,5.831,5.831
161.642,-1523.528,5.840,5.840
164.689,-1517.357,5.845,5.845
168.376,-1511.020,5.820,5.820
172.857,-1504.593,5.801,5.801
178.132,-1498.115,5.786,5.786
184.238,-1491.637,5.763,5.763
191.216,-1485.057,5.746,5.746
198.602,-1478.707,5.725,5.725
206.181,-1472.741,5.686,5.686
213.748,-1467.198,5.665,5.665
220.930,-1462.167,5.662,5.662
227.664,-1457.622,5.662,5.662
234.539,-1453.064,5.689,5.689
241.708,-1448.238,5.691,5.691
249.108,-1443.347,5.665,5.665
256.802,-1438.405,5.647,5.647
264.675,-1433.528,5.626,5.626
271.768,-1429.341,5.650,5.650
278.054,-1425.718,5.779,5.779
283.623,-1422.300,6.057,6.057
288.168,-1419.202,6.536,6.536
292.072,-1416.181,7.000,7.000
295.619,-1413.262,7.000,7.000
299.011,-1410.688,7.000,7.000
302.468,-1408.640,7.000,7.000
306.168,-1406.963,7.000,7.000
310.111,-1405.593,7.000,7.000
314.220,-1404.441,7.000,7.000
318.432,-1403.353,7.000,7.000
322.695,-1402.277,7.000,7.000
327.010,-1401.227,7.000,7.000
331.375,-1400.203,7.000,7.000
335.754,-1399.205,7.000,7.000
340.132,-1398.232,6.925,6.925
344.511,-1397.310,6.591,6.591
348.889,-1396.452,6.273,6.273
353.255,-1395.620,5.961,5.961
357.569,-1394.813,5.718,5.718
361.832,-1394.007,5.523,5.523
366.044,-1393.175,5.391,5.391
370.205,-1392.304,5.314,5.314
374.353,-1391.408,5.271,5.271
378.501,-1390.486,5.240,5.240
382.649,-1389.565,5.222,5.222
386.797,-1388.643,5.189,5.189
390.945,-1387.721,5.151,5.151
395.093,-1386.799,5.102,5.102
399.241,-1385.903,5.065,5.065
403.389,-1385.033,5.052,5.052
407.536,-1384.175,5.035,5.035
411.684,-1383.343,5.043,5.043
415.832,-1382.549,5.067,5.067
420.032,-1381.768,5.101,5.101
424.346,-1381.000,5.167,5.167
428.827,-1380.206,5.266,5.266
433.512,-1379.374,5.357,5.357
438.416,-1378.465,5.440,5.440
443.396,-1377.569,5.474,5.474
448.350,-1376.711,5.464,5.464
453.177,-1375.904,5.439,5.439
457.824,-1375.175,5.433,5.433
462.266,-1374.509,5.423,5.423
466.568,-1373.856,5.438,5.438
470.780,-1373.229,5.425,5.425
474.941,-1372.653,5.392,5.392
479.089,-1372.077,5.338,5.338
483.237,-1371.539,5.318,5.318
487.385,-1370.988,5.347,5.347
491.533,-1370.412,5.379,5.379
495.680,-1369.811,5.430,5.430
499.828,-1369.222,5.447,5.447
503.976,-1368.710,5.464,5.464
508.124,-1368.287,5.465,5.465
512.272,-1368.018,5.520,5.520
516.420,-1367.865,5.605,5.605
520.568,-1367.801,5.679,5.679
524.716,-1367.788,5.710,5.710
528.864,-1367.801,5.679,5.679
533.012,-1367.865,5.610,5.610
537.160,-1367.980,5.502,5.502
541.308,-1368.185,5.429,5.429
545.456,-1368.492,5.415,5.415
549.604,-1368.838,5.391,5.391
553.752,-1369.234,5.388,5.388
557.913,-1369.670,5.415,5.415
562.125,-1370.105,5.415,5.415
566.388,-1370.566,5.435,5.435
570.702,-1371.065,5.464,5.464
575.068,-1371.616,5.477,5.477
579.408,-1372.192,5.463,5.463
583.696,-1372.819,5.414,5.414
587.934,-1373.434,5.313,5.313
592.120,-1374.010,5.218,5.218
596.268,-1374.547,5.113,5.113
600.455,-1375.047,5.055,5.055
604.692,-1375.508,5.033,5.033
608.981,-1375.968,5.051,5.051
613.321,-1376.429,5.118,5.118
617.687,-1376.890,5.203,5.203
622.001,-1377.351,5.285,5.285
626.264,-1377.812,5.367,5.367
630.476,-1378.273,5.418,5.418
634.637,-1378.734,5.459,5.459
638.798,-1379.169,5.457,5.457
643.010,-1379.604,5.453,5.453
647.273,-1380.065,5.473,5.473
651.587,-1380.564,5.461,5.461
655.953,-1381.128,5.462,5.462
660.293,-1381.755,5.442,5.442
664.582,-1382.408,5.372,5.372
668.819,-1383.035,5.271,5.271
673.006,-1383.611,5.181,5.181
677.153,-1384.124,5.084,5.084
681.301,-1384.572,5.022,5.022
685.449,-1385.007,5.003,5.003
689.610,-1385.417,4.999,4.999
693.822,-1385.826,5.033,5.033
698.085,-1386.262,5.077,5.077
702.400,-1386.697,5.152,5.152
706.765,-1387.145,5.227,5.227
711.105,-1387.606,5.298,5.298
715.394,-1388.067,5.372,5.372
719.632,-1388.528,5.414,5.414
723.818,-1388.988,5.438,5.438
727.966,-1389.437,5.446,5.446
732.114,-1389.833,5.405,5.405
736.262,-1390.166,5.346,5.346
740.410,-1390.409,5.257,5.257
744.558,-1390.602,5.201,5.201
748.706,-1390.781,5.216,5.216
752.854,-1390.960,5.292,5.292
757.002,-1391.178,5.438,5.438
761.150,-1391.331,5.561,5.561
765.297,-1391.382,5.602,5.602
769.445,-1391.331,5.561,5.561
773.593,-1391.178,5.443,5.443
777.741,-1390.960,5.308,5.308
781.889,-1390.755,5.224,5.224
786.037,-1390.550,5.194,5.194
790.185,-1390.333,5.209,5.209
794.333,-1390.064,5.245,5.245
798.520,-1389.693,5.260,5.260
802.795,-1389.232,5.286,5.286
807.174,-1388.630,5.294,5.294
811.655,-1387.939,5.298,5.298
816.212,-1387.158,5.309,5.309
820.744,-1386.313,5.272,5.272
825.174,-1385.455,5.227,5.227
829.514,-1384.584,5.186,5.186
833.803,-1383.675,5.166,5.166
838.079,-1382.715,5.181,5.181
842.406,-1381.640,5.207,5.207
846.836,-1380.436,5.228,5.228
851.291,-1379.156,5.253,5.253
855.746,-1377.812,5.270,5.270
860.201,-1376.429,5.275,5.275
864.733,-1374.995,5.284,5.284
869.380,-1373.459,5.292,5.292
874.181,-1371.782,5.297,5.297
879.136,-1369.977,5.315,5.315
884.154,-1368.044,5.342,5.342
889.006,-1366.072,5.382,5.382
893.807,-1364.011,5.395,5.395
898.621,-1361.835,5.417,5.417
903.639,-1359.389,5.434,5.434
909.861,-1356.112,5.426,5.426
917.850,-1351.618,5.431,5.431
927.836,-1345.729,5.445,5.445
939.640,-1338.560,5.437,5.437
952.621,-1330.482,5.416,5.416
964.822,-1322.724,5.399,5.399
975.832,-1315.657,5.373,5.373
985.626,-1309.332,5.352,5.352
994.139,-1303.815,5.348,5.348
1002.217,-1298.617,5.348,5.348
1010.424,-1293.368,5.348,5.348
1018.169,-1288.375,5.348,5.348
1025.402,-1283.664,5.344,5.344
1032.175,-1279.234,5.329,5.329
1038.384,-1275.137,5.303,5.303
1044.119,-1271.309,5.274,5.274
1049.394,-1267.712,5.250,5.250
1054.259,-1264.281,5.231,5.231
1058.714,-1260.940,5.252,5.252
1062.875,-1257.560,5.285,5.285
1066.959,-1253.937,5.288,5.288
1070.979,-1249.994,5.288,5.288
1074.909,-1245.743,5.270,5.270
1078.762,-1241.122,5.269,5.269
1082.488,-1236.231,5.315,5.315
1085.970,-1231.251,5.413,5.413
1089.171,-1226.220,5.514,5.514
1091.962,-1221.368,5.589,5.589
1094.343,-1216.772,5.607,5.607
1096.417,-1212.355,5.569,5.569
1098.286,-1208.053,5.548,5.548
1100.002,-1203.816,5.547,5.547
1101.576,-1199.527,5.569,5.569
1103.010,-1195.187,5.646,5.646
1104.265,-1190.821,5.719,5.719
1105.378,-1186.507,5.770,5.770
1106.428,-1182.205,5.823,5.823
1107.478,-1177.904,5.871,5.871
1108.566,-1173.602,5.896,5.896
1109.680,-1169.262,5.919,5.919
1110.794,-1164.897,5.872,5.872
1111.844,-1160.582,5.771,5.771
1112.791,-1156.319,5.621,5.621
1113.636,-1152.107,5.438,5.438
1114.404,-1147.946,5.291,5.291
1115.147,-1143.798,5.238,5.238
1115.966,-1139.650,5.263,5.263
1116.888,-1135.502,5.348,5.348
1117.886,-1131.354,5.451,5.451
1118.936,-1127.206,5.501,5.501
1119.960,-1123.059,5.488,5.488
1120.908,-1118.911,5.410,5.410
1121.804,-1114.763,5.311,5.311
1122.674,-1110.615,5.205,5.205
1123.519,-1106.467,5.125,5.125
1124.390,-1102.319,5.097,5.097
1125.312,-1098.171,5.121,5.121
1126.272,-1093.972,5.184,5.184
1127.309,-1089.670,5.291,5.291
1128.435,-1085.266,5.412,5.412
1129.600,-1080.760,5.508,5.508
1130.766,-1076.176,5.545,5.545
1131.879,-1071.670,5.518,5.518
1132.916,-1067.266,5.432,5.432
1133.851,-1062.964,5.316,5.316
1134.760,-1058.765,5.229,5.229
1135.656,-1054.617,5.181,5.181
1136.552,-1050.469,5.174,5.174
1137.500,-1046.283,5.230,5.230
1138.511,-1042.007,5.320,5.320
1139.574,-1037.629,5.415,5.415
1140.687,-1033.148,5.505,5.505
1141.827,-1028.590,5.551,5.551
1142.915,-1024.058,5.524,5.524
1143.952,-1019.629,5.450,5.450
1144.938,-1015.301,5.356,5.356
1145.859,-1011.077,5.258,5.258
1146.756,-1006.916,5.202,5.202
1147.665,-1002.768,5.196,5.196
1148.599,-998.620,5.222,5.222
1149.559,-994.472,5.280,5.280
1150.596,-990.324,5.351,5.351
1151.685,-986.176,5.401,5.401
1152.798,-982.028,5.406,5.406
1153.951,-977.880,5.374,5.374
1155.141,-973.732,5.317,5.317
1156.383,-969.584,5.276,5.276
1157.676,-965.436,5.266,5.266
1159.020,-961.288,5.280,5.280
1160.390,-957.140,5.301,5.301
1161.773,-952.992,5.315,5.315
1163.194,-948.832,5.327,5.327
1164.704,-944.530,5.334,5.334
1166.420,-939.819,5.363,5.363
1168.379,-934.698,5.419,5.419
1170.581,-929.167,5.475,5.475
1173.333,-922.651,5.542,5.542
1176.815,-915.033,5.582,5.582
1181.040,-906.341,5.580,5.580
